LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
124,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:124.7,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_7,925,urn:cite2:fuSyntax:0011004tokens.v1:2386611_11,τι,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,πράσσω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104051
124,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:124.8,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_8,926,urn:cite2:fuSyntax:0011004tokens.v1:2386611_11,μὴ,μή1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,πράσσω1,AuxZ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67283
124,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:124.9,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_9,927,urn:cite2:fuSyntax:0011004tokens.v1:2386611_11,ξὺν,σύν1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,πράσσω1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n99002
124,10,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:124.10,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_10,928,urn:cite2:fuSyntax:0011004tokens.v1:2386611_9,ἀργύρῳ,ἄργυρος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,σύν1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n14873
125,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.1,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_11,929,urn:cite2:fuSyntax:0011004tokens.v1:2386611_6,ἐπράσσετʼ,πράσσω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,εἰ1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n86219
125,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.2,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_12,930,urn:cite2:fuSyntax:0011004tokens.v1:2386611_11,ἐνθένδʼ,ἐνθένδε1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,πράσσω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n35572
125,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.3,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_13,931,urn:cite2:fuSyntax:0011004tokens.v1:2386611_6,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους,null
125,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.4,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_14,932,urn:cite2:fuSyntax:0011004tokens.v1:2386611_18,ἐς,εἰς1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,βαίνω1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31235
125,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.5,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_15,933,urn:cite2:fuSyntax:0011004tokens.v1:2386611_14,τόδʼ,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,εἰς1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
125,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.6,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_16,934,urn:cite2:fuSyntax:0011004tokens.v1:2386611_18,ἂν,ἄν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,βαίνω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n6207
125,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.7,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_17,935,urn:cite2:fuSyntax:0011004tokens.v1:2386611_15,τόλμης,τόλμα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ὅδε1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104224
125,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.8,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_18,936,urn:cite2:fuSyntax:0011004tokens.v1:2386611_0,ἔβη,βαίνω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n19123
125,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:125.9,urn:cite2:fuSyntax:0011004sentences.v1:2386611,66,urn:cite2:fuSyntax:0011004tokens.v1:2386611_19,937,urn:cite2:fuSyntax:0011004tokens.v1:2386611_0,;,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
126,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.1,urn:cite2:fuSyntax:0011004sentences.v1:2386612,67,urn:cite2:fuSyntax:0011004tokens.v1:2386612_1,938,urn:cite2:fuSyntax:0011004tokens.v1:2386612_3,δοκοῦντα,δοκέω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,PNOM,Κρέων,urn:cite2:hmt:lsj.chicago_md:n27847
126,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.2,urn:cite2:fuSyntax:0011004sentences.v1:2386612,67,urn:cite2:fuSyntax:0011004tokens.v1:2386612_2,939,urn:cite2:fuSyntax:0011004tokens.v1:2386612_3,ταῦτʼ,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,SBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n76062
126,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.3,urn:cite2:fuSyntax:0011004sentences.v1:2386612,67,urn:cite2:fuSyntax:0011004tokens.v1:2386612_3,940,urn:cite2:fuSyntax:0011004tokens.v1:2386612_0,ἦν,εἰμί1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Κρέων,urn:cite2:hmt:lsj.chicago_md:n31130
126,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.4,urn:cite2:fuSyntax:0011004sentences.v1:2386612,67,urn:cite2:fuSyntax:0011004tokens.v1:2386612_4,941,urn:cite2:fuSyntax:0011004tokens.v1:2386612_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Κρέων,null
126,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.5,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_1,942,urn:cite2:fuSyntax:0011004tokens.v1:2386613_3,Λαΐου,Λάιος,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ὄλλυμι1,SBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n61676
126,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.6,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_2,943,urn:cite2:fuSyntax:0011004tokens.v1:2386613_8,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,γίγνομαι1,AuxY,Κρέων,urn:cite2:hmt:lsj.chicago_md:n23596
126,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:126.7,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_3,944,urn:cite2:fuSyntax:0011004tokens.v1:2386613_8,ὀλωλότος,ὄλλυμι1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,γίγνομαι1,ADV,Κρέων,urn:cite2:hmt:lsj.chicago_md:n73172
127,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.1,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_4,945,urn:cite2:fuSyntax:0011004tokens.v1:2386613_5,οὐδεὶς,οὐδείς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἀρωγός1,ATR,Κρέων,urn:cite2:hmt:lsj.chicago_md:n75765
127,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.2,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_5,946,urn:cite2:fuSyntax:0011004tokens.v1:2386613_8,ἀρωγὸς,ἀρωγός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,γίγνομαι1,SBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n16058
127,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.3,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_6,947,urn:cite2:fuSyntax:0011004tokens.v1:2386613_8,ἐν,ἐν1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,γίγνομαι1,AuxP,Κρέων,urn:cite2:hmt:lsj.chicago_md:n34700
127,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.4,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_7,948,urn:cite2:fuSyntax:0011004tokens.v1:2386613_6,κακοῖς,κακός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:dative,null,ἐν1,ADV,Κρέων,urn:cite2:hmt:lsj.chicago_md:n52332
127,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.5,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_8,949,urn:cite2:fuSyntax:0011004tokens.v1:2386613_0,ἐγίγνετο,γίγνομαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,-,PRED,Κρέων,urn:cite2:hmt:lsj.chicago_md:n22209
127,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:127.6,urn:cite2:fuSyntax:0011004sentences.v1:2386613,68,urn:cite2:fuSyntax:0011004tokens.v1:2386613_9,950,urn:cite2:fuSyntax:0011004tokens.v1:2386613_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Κρέων,null
128,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.1,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_1,951,urn:cite2:fuSyntax:0011004tokens.v1:2386614_10,κακὸν,κακός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,ἔργω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n52332
128,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.2,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_2,952,urn:cite2:fuSyntax:0011004tokens.v1:2386614_10,δὲ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἔργω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23596
128,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.3,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_3,953,urn:cite2:fuSyntax:0011004tokens.v1:2386614_1,ποῖον,ποῖος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,κακός1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n84363
128,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.4,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_4,954,urn:cite2:fuSyntax:0011004tokens.v1:2386614_1,ἐμποδών,ἐμποδών1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,κακός1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n34450
128,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.5,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_5,955,urn:cite2:fuSyntax:0011004tokens.v1:2386614_8,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,πίπτω1,AuxX,Οἰδίπους,null
128,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:128.6,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_6,956,urn:cite2:fuSyntax:0011004tokens.v1:2386614_8,τυραννίδος,τυραννίς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,πίπτω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n105964
129,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.1,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_7,957,urn:cite2:fuSyntax:0011004tokens.v1:2386614_8,οὕτω,οὕτως1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,πίπτω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n76063
129,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.2,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_8,958,urn:cite2:fuSyntax:0011004tokens.v1:2386614_12,πεσούσης,πίπτω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἔξοιδα1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n83253
129,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.3,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_9,959,urn:cite2:fuSyntax:0011004tokens.v1:2386614_8,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,πίπτω1,AuxX,Οἰδίπους,null
129,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.4,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_10,960,urn:cite2:fuSyntax:0011004tokens.v1:2386614_0,εἶργε,ἔργω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n42224
129,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.5,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_11,961,urn:cite2:fuSyntax:0011004tokens.v1:2386614_12,τοῦτʼ,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ἔξοιδα1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n76062
129,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.6,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_12,962,urn:cite2:fuSyntax:0011004tokens.v1:2386614_10,ἐξειδέναι,ἔξοιδα1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἔργω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n37478
129,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:129.7,urn:cite2:fuSyntax:0011004sentences.v1:2386614,69,urn:cite2:fuSyntax:0011004tokens.v1:2386614_13,963,urn:cite2:fuSyntax:0011004tokens.v1:2386614_0,;,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
130,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.1,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_1,964,urn:cite2:fuSyntax:0011004tokens.v1:2386615_3,ἡ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,Σφίγξ1,ATR,Κρέων,urn:cite2:hmt:lsj.chicago_md:n71882
130,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.2,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_2,965,urn:cite2:fuSyntax:0011004tokens.v1:2386615_3,ποικιλῳδὸς,ποικιλῳδός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,Σφίγξ1,ATR,Κρέων,urn:cite2:hmt:lsj.chicago_md:n84318
130,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.3,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_3,966,urn:cite2:fuSyntax:0011004tokens.v1:2386615_11,Σφὶγξ,Σφίγξ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,προσάγω1,SBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n101704
130,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.4,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_4,967,urn:cite2:fuSyntax:0011004tokens.v1:2386615_7,τὸ,ὁ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,σκοπέω1,OBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n71882
130,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.5,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_5,968,urn:cite2:fuSyntax:0011004tokens.v1:2386615_4,πρὸς,πρός1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ὁ1,AuxP,Κρέων,urn:cite2:hmt:lsj.chicago_md:n88443
130,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.6,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_6,969,urn:cite2:fuSyntax:0011004tokens.v1:2386615_5,ποσὶν,πούς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,πρός1,ATR,Κρέων,urn:cite2:hmt:lsj.chicago_md:n86108
130,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:130.7,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_7,970,urn:cite2:fuSyntax:0011004tokens.v1:2386615_11,σκοπεῖν,σκοπέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,προσάγω1,OBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n95111
131,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:131.1,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_8,971,urn:cite2:fuSyntax:0011004tokens.v1:2386615_11,μεθέντας,μεθίημι1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,προσάγω1,ADV,Κρέων,urn:cite2:hmt:lsj.chicago_md:n65624
131,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:131.2,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_9,972,urn:cite2:fuSyntax:0011004tokens.v1:2386615_11,ἡμᾶς,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,προσάγω1,OBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n30657
131,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:131.3,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_10,973,urn:cite2:fuSyntax:0011004tokens.v1:2386615_8,τἀφανῆ,ἀφανής1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,μεθίημι1,OBJ,Κρέων,urn:cite2:hmt:lsj.chicago_md:n18127
131,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:131.4,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_11,974,urn:cite2:fuSyntax:0011004tokens.v1:2386615_0,προσήγετο,προσάγω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,-,PRED,Κρέων,urn:cite2:hmt:lsj.chicago_md:n88467
