LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
42,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.2,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_16,288,urn:cite2:fuSyntax:0011004tokens.v1:2386559_15,τινʼ,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀλκή1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n104051
42,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.3,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_17,289,urn:cite2:fuSyntax:0011004tokens.v1:2386559_10,εὑρεῖν,εὑρίσκω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἱκετεύω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n44964
42,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.4,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_18,290,urn:cite2:fuSyntax:0011004tokens.v1:2386559_17,ἡμίν,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,εὑρίσκω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n30657
42,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.5,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_19,291,urn:cite2:fuSyntax:0011004tokens.v1:2386559_25,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἴτε1,AuxX,Ἱερεύς,null
42,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.6,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_20,292,urn:cite2:fuSyntax:0011004tokens.v1:2386559_25,εἴτε,εἴτε1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,εἴτε1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n31565
42,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.7,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_21,293,urn:cite2:fuSyntax:0011004tokens.v1:2386559_24,του,τις,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀκούω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n104051
42,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:42.8,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_22,294,urn:cite2:fuSyntax:0011004tokens.v1:2386559_21,θεῶν,θεός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,τις,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n48291
43,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.1,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_23,295,urn:cite2:fuSyntax:0011004tokens.v1:2386559_24,φήμην,φήμη1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀκούω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n110638
43,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.2,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_24,296,urn:cite2:fuSyntax:0011004tokens.v1:2386559_25,ἀκούσας,ἀκούω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἴτε1,ADV_ExD0_ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n3398
43,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.3,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_25,297,urn:cite2:fuSyntax:0011004tokens.v1:2386559_17,εἴτʼ,εἴτε1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,εὑρίσκω1,COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n31565
43,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.4,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_26,298,urn:cite2:fuSyntax:0011004tokens.v1:2386559_28,ἀπʼ,ἀπό1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,οἶδα1,AuxP,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n12243
43,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.5,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_27,299,urn:cite2:fuSyntax:0011004tokens.v1:2386559_26,ἀνδρὸς,ἀνήρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀπό1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n8665
43,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.6,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_28,300,urn:cite2:fuSyntax:0011004tokens.v1:2386559_25,οἶσθά,οἶδα1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,εἴτε1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n72202
43,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.7,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_29,301,urn:cite2:fuSyntax:0011004tokens.v1:2386559_27,του,τις,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀνήρ1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n104051
43,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:43.8,urn:cite2:fuSyntax:0011004sentences.v1:2386559,14,urn:cite2:fuSyntax:0011004tokens.v1:2386559_30,302,urn:cite2:fuSyntax:0011004tokens.v1:2386559_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς,null
44,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.1,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_1,303,urn:cite2:fuSyntax:0011004tokens.v1:2386560_0,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,-,AuxC_ExD0_PRED,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n116401
44,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.2,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_2,304,urn:cite2:fuSyntax:0011004tokens.v1:2386560_3,τοῖσιν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,ἔμπειρος1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71882
44,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.3,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_3,305,urn:cite2:fuSyntax:0011004tokens.v1:2386560_7,ἐμπείροισι,ἔμπειρος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,ζάω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n34276
44,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.4,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_4,306,urn:cite2:fuSyntax:0011004tokens.v1:2386560_6,καὶ,καί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,συμφορά1,AuxZ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n51951
44,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.5,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_5,307,urn:cite2:fuSyntax:0011004tokens.v1:2386560_6,τὰς,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,συμφορά1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71882
44,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:44.6,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_6,308,urn:cite2:fuSyntax:0011004tokens.v1:2386560_8,ξυμφορὰς,συμφορά1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ὁράω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n98925
45,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.1,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_7,309,urn:cite2:fuSyntax:0011004tokens.v1:2386560_6,ζώσας,ζάω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,συμφορά1,ATV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n46123
45,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.2,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_8,310,urn:cite2:fuSyntax:0011004tokens.v1:2386560_1,ὁρῶ,ὁράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὡς1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n74735
45,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.3,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_9,311,urn:cite2:fuSyntax:0011004tokens.v1:2386560_7,μάλιστα,μάλα1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,urn:cite2:fuSyntax:degree.v1:superlative,ζάω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n64757
45,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.4,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_10,312,urn:cite2:fuSyntax:0011004tokens.v1:2386560_11,τῶν,ὁ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,βούλευμα1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71882
45,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.5,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_11,313,urn:cite2:fuSyntax:0011004tokens.v1:2386560_6,βουλευμάτων,βούλευμα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,συμφορά1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n20586
45,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:45.6,urn:cite2:fuSyntax:0011004sentences.v1:2386560,15,urn:cite2:fuSyntax:0011004tokens.v1:2386560_12,314,urn:cite2:fuSyntax:0011004tokens.v1:2386560_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς,null
46,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.1,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_1,315,urn:cite2:fuSyntax:0011004tokens.v1:2386561_7,ἴθʼ,εἶμι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἀνορθόω1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n31130
46,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.2,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_2,316,urn:cite2:fuSyntax:0011004tokens.v1:2386561_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἶμι1,AuxX,Ἱερεύς,null
46,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.3,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_3,317,urn:cite2:fuSyntax:0011004tokens.v1:2386561_5,ὦ,ὦ1,urn:cite2:fuSyntax:pos.v1:exclamation,null,null,null,null,null,null,null,null,ἄριστος1,AuxZ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n116026
46,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.4,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_4,318,urn:cite2:fuSyntax:0011004tokens.v1:2386561_5,βροτῶν,βροτός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἄριστος1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n21056
46,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.5,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_5,319,urn:cite2:fuSyntax:0011004tokens.v1:2386561_9,ἄριστʼ,ἄριστος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:vocative,null,comma1,ExD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n15133
46,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.6,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_6,320,urn:cite2:fuSyntax:0011004tokens.v1:2386561_5,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἄριστος1,AuxX,Ἱερεύς,null
46,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.7,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_7,321,urn:cite2:fuSyntax:0011004tokens.v1:2386561_9,ἀνόρθωσον,ἀνορθόω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,comma1,PRED_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n9281
46,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.8,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_8,322,urn:cite2:fuSyntax:0011004tokens.v1:2386561_7,πόλιν,πόλις1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀνορθόω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n84494
46,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:46.9,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_9,323,urn:cite2:fuSyntax:0011004tokens.v1:2386561_0,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,COORD,Ἱερεύς,null
47,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.1,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_10,324,urn:cite2:fuSyntax:0011004tokens.v1:2386561_12,ἴθʼ,εἶμι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,εὐλαβέομαι1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n31130
47,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.2,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_11,325,urn:cite2:fuSyntax:0011004tokens.v1:2386561_10,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἶμι1,AuxX,Ἱερεύς,null
47,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.3,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_12,326,urn:cite2:fuSyntax:0011004tokens.v1:2386561_9,εὐλαβήθηθʼ,εὐλαβέομαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:passive,null,null,null,comma1,PRED_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n44352
47,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.4,urn:cite2:fuSyntax:0011004sentences.v1:2386561,16,urn:cite2:fuSyntax:0011004tokens.v1:2386561_13,327,urn:cite2:fuSyntax:0011004tokens.v1:2386561_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς,null
47,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.5,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_1,328,urn:cite2:fuSyntax:0011004tokens.v1:2386562_0,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,-,AuxC_ExD0_PRED,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n116401
47,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.6,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_2,329,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,σὲ,σύ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κλῄζω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n97456
47,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.7,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_3,330,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,νῦν,νῦν1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,κλῄζω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71308
47,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.8,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_4,331,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,κλῄζω1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n66260
47,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.9,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_5,332,urn:cite2:fuSyntax:0011004tokens.v1:2386562_6,ἥδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,γῆ1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n72010
47,10,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:47.10,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_6,333,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,γῆ,γῆ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,κλῄζω1,SBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n22100
48,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:48.1,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_7,334,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,σωτῆρα,σωτήρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κλῄζω1,OCOMP,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n102095
48,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:48.2,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_8,335,urn:cite2:fuSyntax:0011004tokens.v1:2386562_1,κλῄζει,κλῄζω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὡς1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n57847
48,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:48.3,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_9,336,urn:cite2:fuSyntax:0011004tokens.v1:2386562_11,τῆς,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,προθυμία1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71882
48,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:48.4,urn:cite2:fuSyntax:0011004sentences.v1:2386562,17,urn:cite2:fuSyntax:0011004tokens.v1:2386562_10,337,urn:cite2:fuSyntax:0011004tokens.v1:2386562_11,πάρος,πάρος1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,προθυμία1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n79791
