LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It
185,3,urn:cts:greekLit:tlg0011.tlg004.fu04:185.3,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_3,1299,urn:cite2:fuSyntax:0011004tokens.v1:2386638_2,λάμπει,λάμπω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,δέ1,PRED_CO,Χορός
185,4,urn:cts:greekLit:tlg0011.tlg004.fu04:185.4,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_4,1300,urn:cite2:fuSyntax:0011004tokens.v1:2386638_6,στονόεσσά,στονόεις1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,γῆρυς1,ATR,Χορός
185,5,urn:cts:greekLit:tlg0011.tlg004.fu04:185.5,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_5,1301,urn:cite2:fuSyntax:0011004tokens.v1:2386638_3,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,λάμπω1,COORD,Χορός
185,6,urn:cts:greekLit:tlg0011.tlg004.fu04:185.6,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_6,1302,urn:cite2:fuSyntax:0011004tokens.v1:2386638_5,γῆρυς,γῆρυς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,τε1,SBJ_CO,Χορός
185,7,urn:cts:greekLit:tlg0011.tlg004.fu04:185.7,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_7,1303,urn:cite2:fuSyntax:0011004tokens.v1:2386638_6,ὅμαυλος,ὅμαυλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,γῆρυς1,ATR,Χορός
186,1,urn:cts:greekLit:tlg0011.tlg004.fu04:186.1,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_8,1304,urn:cite2:fuSyntax:0011004tokens.v1:2386638_9,ὧν,ὅς1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,ὑπέρ1,ADV,Χορός
186,2,urn:cts:greekLit:tlg0011.tlg004.fu04:186.2,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_9,1305,urn:cite2:fuSyntax:0011004tokens.v1:2386638_17,ὕπερ,ὑπέρ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,πέμπω1,AuxP,Χορός
186,3,urn:cts:greekLit:tlg0011.tlg004.fu04:186.3,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_10,1306,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,θυγάτηρ1,AuxX,Χορός
186,4,urn:cts:greekLit:tlg0011.tlg004.fu04:186.4,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_11,1307,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,ὦ,ὦ1,urn:cite2:fuSyntax:pos.v1:exclamation,null,null,null,null,null,null,null,null,θυγάτηρ1,AuxZ,Χορός
186,5,urn:cts:greekLit:tlg0011.tlg004.fu04:186.5,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_12,1308,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,χρυσέα,χρύσεος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:vocative,null,θυγάτηρ1,ATR,Χορός
186,6,urn:cts:greekLit:tlg0011.tlg004.fu04:186.6,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,1309,urn:cite2:fuSyntax:0011004tokens.v1:2386638_17,θύγατερ,θυγάτηρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:vocative,null,πέμπω1,ExD,Χορός
186,7,urn:cts:greekLit:tlg0011.tlg004.fu04:186.7,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_14,1310,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,Διός,Ζεύς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,θυγάτηρ1,ATR,Χορός
186,8,urn:cts:greekLit:tlg0011.tlg004.fu04:186.8,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_15,1311,urn:cite2:fuSyntax:0011004tokens.v1:2386638_13,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,θυγάτηρ1,AuxX,Χορός
187,1,urn:cts:greekLit:tlg0011.tlg004.fu04:187.1,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_16,1312,urn:cite2:fuSyntax:0011004tokens.v1:2386638_18,εὐῶπα,εὐώψ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀλκή1,ATR,Χορός
187,2,urn:cts:greekLit:tlg0011.tlg004.fu04:187.2,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_17,1313,urn:cite2:fuSyntax:0011004tokens.v1:2386638_3,πέμψον,πέμπω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,λάμπω1,ATR,Χορός
187,3,urn:cts:greekLit:tlg0011.tlg004.fu04:187.3,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_18,1314,urn:cite2:fuSyntax:0011004tokens.v1:2386638_17,ἀλκάν,ἀλκή1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,πέμπω1,OBJ,Χορός
187,4,urn:cts:greekLit:tlg0011.tlg004.fu04:187.4,urn:cite2:fuSyntax:0011004sentences.v1:2386638,93,urn:cite2:fuSyntax:0011004tokens.v1:2386638_19,1315,urn:cite2:fuSyntax:0011004tokens.v1:2386638_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Χορός
190,1,urn:cts:greekLit:tlg0011.tlg004.fu04:190.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_1,1316,urn:cite2:fuSyntax:0011004tokens.v1:2386639_17,Ἄρεά,Ἄρης1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,νωτίζω1,SBJ,Χορός
190,2,urn:cts:greekLit:tlg0011.tlg004.fu04:190.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_2,1317,urn:cite2:fuSyntax:0011004tokens.v1:2386639_0,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,-,COORD,Χορός
190,3,urn:cts:greekLit:tlg0011.tlg004.fu04:190.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_3,1318,urn:cite2:fuSyntax:0011004tokens.v1:2386639_1,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,Ἄρης1,ATR,Χορός
190,4,urn:cts:greekLit:tlg0011.tlg004.fu04:190.4,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_4,1319,urn:cite2:fuSyntax:0011004tokens.v1:2386639_1,μαλερόν,μαλερός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,Ἄρης1,ATR,Χορός
190,5,urn:cts:greekLit:tlg0011.tlg004.fu04:190.5,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_5,1320,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,φλέγω1,AuxX,Χορός
190,6,urn:cts:greekLit:tlg0011.tlg004.fu04:190.6,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_6,1321,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,ὃς,ὅς1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,φλέγω1,SBJ,Χορός
190,7,urn:cts:greekLit:tlg0011.tlg004.fu04:190.7,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_7,1322,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,νῦν,νῦν1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,φλέγω1,ADV,Χορός
190,8,urn:cts:greekLit:tlg0011.tlg004.fu04:190.8,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_8,1323,urn:cite2:fuSyntax:0011004tokens.v1:2386639_6,ἄχαλκος,ἄχαλκος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ὅς1,ATV,Χορός
190,9,urn:cts:greekLit:tlg0011.tlg004.fu04:190.9,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_9,1324,urn:cite2:fuSyntax:0011004tokens.v1:2386639_8,ἀσπίδων,ἀσπίς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἄχαλκος1,ATR,Χορός
191,1,urn:cts:greekLit:tlg0011.tlg004.fu04:191.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,1325,urn:cite2:fuSyntax:0011004tokens.v1:2386639_1,φλέγει,φλέγω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,Ἄρης1,ATR,Χορός
191,2,urn:cts:greekLit:tlg0011.tlg004.fu04:191.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_11,1326,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,με,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,φλέγω1,OBJ,Χορός
191,3,urn:cts:greekLit:tlg0011.tlg004.fu04:191.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_12,1327,urn:cite2:fuSyntax:0011004tokens.v1:2386639_6,περιβόατον,περιβόητος,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ὅς1,ATV,Χορός
191,4,urn:cts:greekLit:tlg0011.tlg004.fu04:191.4,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_13,1328,urn:cite2:fuSyntax:0011004tokens.v1:2386639_0,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,UNDEFINED,Χορός
191,5,urn:cts:greekLit:tlg0011.tlg004.fu04:191.5,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_14,1329,urn:cite2:fuSyntax:0011004tokens.v1:2386639_10,ἀντιάζω,ἀντιάζω,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,φλέγω1,ADV,Χορός
192,1,urn:cts:greekLit:tlg0011.tlg004.fu04:192.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_15,1330,urn:cite2:fuSyntax:0011004tokens.v1:2386639_16,παλίσσυτον,παλίσσυτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,δράμημα1,ATR,Χορός
192,2,urn:cts:greekLit:tlg0011.tlg004.fu04:192.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_16,1331,urn:cite2:fuSyntax:0011004tokens.v1:2386639_17,δράμημα,δράμημα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,νωτίζω1,OBJ,Χορός
192,3,urn:cts:greekLit:tlg0011.tlg004.fu04:192.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_17,1332,urn:cite2:fuSyntax:0011004tokens.v1:2386639_2,νωτίσαι,νωτίζω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,τε1,OBJ_ExD0_PRED_CO,Χορός
192,4,urn:cts:greekLit:tlg0011.tlg004.fu04:192.4,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_18,1333,urn:cite2:fuSyntax:0011004tokens.v1:2386639_17,πάτρας,πάτρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,νωτίζω1,OBJ,Χορός
193,1,urn:cts:greekLit:tlg0011.tlg004.fu04:193.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_19,1334,urn:cite2:fuSyntax:0011004tokens.v1:2386639_1,ἔπουρον,ἔπουρος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,Ἄρης1,ATV,Χορός
193,2,urn:cts:greekLit:tlg0011.tlg004.fu04:193.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_20,1335,urn:cite2:fuSyntax:0011004tokens.v1:2386639_26,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἴτε1,AuxX,Χορός
193,3,urn:cts:greekLit:tlg0011.tlg004.fu04:193.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_21,1336,urn:cite2:fuSyntax:0011004tokens.v1:2386639_26,εἴτʼ,εἴτε1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,εἴτε1,AuxY,Χορός
193,4,urn:cts:greekLit:tlg0011.tlg004.fu04:193.4,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_22,1337,urn:cite2:fuSyntax:0011004tokens.v1:2386639_26,ἐς,εἰς1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,εἴτε1,AuxP,Χορός
193,5,urn:cts:greekLit:tlg0011.tlg004.fu04:193.5,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_23,1338,urn:cite2:fuSyntax:0011004tokens.v1:2386639_24,μέγαν,μέγας1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,θάλαμος1,ATR,Χορός
193,6,urn:cts:greekLit:tlg0011.tlg004.fu04:193.6,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_24,1339,urn:cite2:fuSyntax:0011004tokens.v1:2386639_22,θάλαμον,θάλαμος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,εἰς1,OBJ_CO,Χορός
193,7,urn:cts:greekLit:tlg0011.tlg004.fu04:193.7,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_25,1340,urn:cite2:fuSyntax:0011004tokens.v1:2386639_24,Ἀμφιτρίτας,Ἀμφιτρίτη1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,θάλαμος1,ATR,Χορός
195,1,urn:cts:greekLit:tlg0011.tlg004.fu04:195.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_26,1341,urn:cite2:fuSyntax:0011004tokens.v1:2386639_17,εἴτʼ,εἴτε1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,νωτίζω1,COORD,Χορός
195,2,urn:cts:greekLit:tlg0011.tlg004.fu04:195.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_27,1342,urn:cite2:fuSyntax:0011004tokens.v1:2386639_26,ἐς,εἰς1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,εἴτε1,AuxP,Χορός
195,3,urn:cts:greekLit:tlg0011.tlg004.fu04:195.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_28,1343,urn:cite2:fuSyntax:0011004tokens.v1:2386639_32,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κλύδων1,ATR,Χορός
195,4,urn:cts:greekLit:tlg0011.tlg004.fu04:195.4,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_29,1344,urn:cite2:fuSyntax:0011004tokens.v1:2386639_32,ἀπόξενον,ἀπόξενος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κλύδων1,ATR,Χορός
195,5,urn:cts:greekLit:tlg0011.tlg004.fu04:195.5,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_30,1345,urn:cite2:fuSyntax:0011004tokens.v1:2386639_29,ὅρμων,ὅρμος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀπόξενος1,OBJ,Χορός
196,1,urn:cts:greekLit:tlg0011.tlg004.fu04:196.1,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_31,1346,urn:cite2:fuSyntax:0011004tokens.v1:2386639_32,Θρῄκιον,Θράκιος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κλύδων1,ATR,Χορός
196,2,urn:cts:greekLit:tlg0011.tlg004.fu04:196.2,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_32,1347,urn:cite2:fuSyntax:0011004tokens.v1:2386639_27,κλύδωνα,κλύδων1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,εἰς1,OBJ_CO,Χορός
196,3,urn:cts:greekLit:tlg0011.tlg004.fu04:196.3,urn:cite2:fuSyntax:0011004sentences.v1:2386639,94,urn:cite2:fuSyntax:0011004tokens.v1:2386639_33,1348,urn:cite2:fuSyntax:0011004tokens.v1:2386639_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Χορός
197,1,urn:cts:greekLit:tlg0011.tlg004.fu04:197.1,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_1,1349,urn:cite2:fuSyntax:0011004tokens.v1:2386640_6,τελεῖν,τελέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἀφίημι1,OBJ,Χορός
197,2,urn:cts:greekLit:tlg0011.tlg004.fu04:197.2,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_2,1350,urn:cite2:fuSyntax:0011004tokens.v1:2386640_11,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἔρχομαι1,AuxY,Χορός
197,3,urn:cts:greekLit:tlg0011.tlg004.fu04:197.3,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_3,1351,urn:cite2:fuSyntax:0011004tokens.v1:2386640_11,εἴ,εἰ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ἔρχομαι1,AuxC,Χορός
197,4,urn:cts:greekLit:tlg0011.tlg004.fu04:197.4,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_4,1352,urn:cite2:fuSyntax:0011004tokens.v1:2386640_1,τι,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,τελέω1,OBJ,Χορός
197,5,urn:cts:greekLit:tlg0011.tlg004.fu04:197.5,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_5,1353,urn:cite2:fuSyntax:0011004tokens.v1:2386640_6,νὺξ,νύξ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,ἀφίημι1,SBJ,Χορός
197,6,urn:cts:greekLit:tlg0011.tlg004.fu04:197.6,urn:cite2:fuSyntax:0011004sentences.v1:2386640,95,urn:cite2:fuSyntax:0011004tokens.v1:2386640_6,1354,urn:cite2:fuSyntax:0011004tokens.v1:2386640_3,ἀφῇ,ἀφίημι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:subjunctive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,εἰ1,ADV,Χορός
